linenumber,fec_committee_id,transaction_id,entity_type,organization_name,last_name,first_name,middle_name,prefix,suffix,street_1,street_2,city,state,zip_code,election_code,date,amount,purpose,memo_code,memo_text,cycle
SB29,C00762591,SB29.4246,ORG,AMERICA FIRST POLICY INSTITUTE,,,,,,PO BOX 2646,,ARLINGTON,VA,22202,,2021-06-15,1000000.0,CONTRIBUTION,,,2022
SB21B,C00762591,SB21B.4293,ORG,"EVENT STRATEGIES, INC.",,,,,,510 KING STREET,SUITE 410,ALEXANDRIA,VA,22314,,2021-06-30,306957.23,AUDIO VISUAL SERVICES & EVENT STAGING EXPENSE,,,2022
SB21B,C00762591,SB21B.4291,ORG,"EVENT STRATEGIES, INC.",,,,,,510 KING STREET,SUITE 410,ALEXANDRIA,VA,22314,,2021-06-18,270376.29,AUDIO VISUAL SERVICES & EVENT STAGING EXPENSE,,,2022
SB21B,C00762591,SB21B.4292,ORG,"EVENT STRATEGIES, INC.",,,,,,510 KING STREET,SUITE 410,ALEXANDRIA,VA,22314,,2021-06-29,94305.88,AUDIO VISUAL SERVICES & EVENT STAGING EXPENSE,,,2022
SB21B,C00762591,SB21B.4362,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT ST,2ND FLOOR,BEVERLY,MA,01915,,2021-02-26,88990.4,DATA PROCESSING SERVICES,,,2022
SB21B,C00762591,SB21B.4257,ORG,BCVM SERVICES LLC,,,,,,1512 E BROWARD BLVD,UNIT 104B,FORT LAUDERDALE,FL,33301,,2021-02-01,73290.0,"DIGITAL CONSULTING, DIGITAL EXPENSES & WEB DEVELOPMENT",,,2022
SB21B,C00762591,SB21B.4258,ORG,BCVM SERVICES LLC,,,,,,1512 E BROWARD BLVD,UNIT 104B,FORT LAUDERDALE,FL,33301,,2021-02-19,55000.0,DIGITAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4259,ORG,BCVM SERVICES LLC,,,,,,1512 E BROWARD BLVD,UNIT 104B,FORT LAUDERDALE,FL,33301,,2021-03-05,49327.19,"DIGITAL CONSULTING, DIGITAL EXPENSES & WEB DEVELOPMENT",,,2022
SB21B,C00762591,SB21B.4297,ORG,HUDSON DIGITAL LLC,,,,,,9 WOODS BROOKE LANE,APARTMENT #1,YORKTOWN HEIGHTS,NY,10598,,2021-01-26,46451.62,DIGITAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4363,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT ST,2ND FLOOR,BEVERLY,MA,01915,,2021-03-05,39775.05,DATA PROCESSING SERVICES,,,2022
SB21B,C00762591,SB21B.4321,ORG,"MCLAUGHLIN AND ASSOCIATES, INC",,,,,,566 S. ROUTE 303,,BLAUVELT,NY,10913,,2021-05-20,36100.0,POLLING EXPENSE,,,2022
SB21B,C00762591,SB21B.4382,ORG,SHW PARTNERS LLC,,,,,,"4532 LEE HIGHWAY, #571",,ARLINGTON,VA,22207,,2021-04-14,35000.0,COMMUNICATIONS CONSULTING,,,2022
SB21B,C00762591,SB21B.4398,ORG,TRUMP HOTEL COLLECTION,,,,,,725 FIFTH AVENUE,,NEW YORK,NY,10022,,2021-05-12,34986.58,TRAVEL: LODGING & MEALS,,,2022
SB21B,C00762591,SB21B.4342,ORG,PAYCHEX,,,,,,1450 CENTREPARK BLVD,SUITE 150,WEST PALM BEACH,FL,33401,,2021-04-15,32164.34,PAYROLL TAXES & WITHHOLDINGS,,,2022
SB21B,C00762591,SB21B.4320,ORG,"MCLAUGHLIN AND ASSOCIATES, INC",,,,,,566 S. ROUTE 303,,BLAUVELT,NY,10913,,2021-02-01,30450.0,POLLING EXPENSE,,,2022
SB21B,C00762591,SB21B.4384,ORG,SHW PARTNERS LLC,,,,,,"4532 LEE HIGHWAY, #571",,ARLINGTON,VA,22207,,2021-05-28,25000.0,COMMUNICATIONS CONSULTING,,,2022
SB21B,C00762591,SB21B.4383,ORG,SHW PARTNERS LLC,,,,,,"4532 LEE HIGHWAY, #571",,ARLINGTON,VA,22207,,2021-05-12,25000.0,COMMUNICATIONS CONSULTING,,,2022
SB21B,C00762591,SB21B.4353,ORG,"PERICLES, LLC",,,,,,1150 4TH ST SW APT 1002,,WASHINGTON,DC,20024,,2021-03-22,24920.82,COMMUNICATIONS & POLITICAL STRATEGY CONSULTING & TRAVEL EXPENSES,,,2022
SB21B,C00762591,SB21B.4289,ORG,"EVENT STRATEGIES, INC.",,,,,,510 KING STREET,SUITE 410,ALEXANDRIA,VA,22314,,2021-03-05,24309.0,AUDIO VISUAL SERVICES & EVENT STAGING EXPENSE,,,2022
SB21B,C00762591,SB21B.4546,IND,,LUNA,NICHOLAS,,,,P.O. BOX 13570,,ARLINGTON,VA,22219,,2021-04-15,20936.03,PAYROLL,,,2022
SB21B,C00762591,SB21B.4542,IND,,CANNON,ALEXANDER,,,,P.O. BOX 13570,,ARLINGTON,VA,22219,,2021-04-15,20677.0,PAYROLL,,,2022
SB21B,C00762591,SB21B.4323,ORG,"NATIONAL PUBLIC AFFAIRS, LLC",,,,,,PO BOX 100306,,ARLINGTON,VA,22203,,2021-05-05,20000.0,STRATEGY CONSULTING,,,2022
SB21B,C00762591,SB21B.4369,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT ST,2ND FLOOR,BEVERLY,MA,01915,,2021-03-09,20000.0,COMPLIANCE CONSULTING,,,2022
SB21B,C00762591,SB21B.4367,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT ST,2ND FLOOR,BEVERLY,MA,01915,,2021-03-09,20000.0,COMPLIANCE CONSULTING,,,2022
SB21B,C00762591,SB21B.4368,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT ST,2ND FLOOR,BEVERLY,MA,01915,,2021-03-09,20000.0,COMPLIANCE CONSULTING,,,2022
SB21B,C00762591,SB21B.4380,ORG,SARASOTA COUNTY AGRICULTURAL FAIR ASSOC. INC.,,,,,,3000 RINGLING BOULEVARD,,SARASOTA,FL,34237,,2021-06-22,20000.0,FACILITY RENTAL,,,2022
SB21B,C00762591,SB21B.4298,ORG,HUDSON DIGITAL LLC,,,,,,9 WOODS BROOKE LANE,APARTMENT #1,YORKTOWN HEIGHTS,NY,10598,,2021-04-27,20000.0,DIGITAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4299,ORG,HUDSON DIGITAL LLC,,,,,,9 WOODS BROOKE LANE,APARTMENT #1,YORKTOWN HEIGHTS,NY,10598,,2021-05-26,20000.0,DIGITAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4300,ORG,HUDSON DIGITAL LLC,,,,,,9 WOODS BROOKE LANE,APARTMENT #1,YORKTOWN HEIGHTS,NY,10598,,2021-06-29,20000.0,DIGITAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4250,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,2021-06-10,19913.86,CREDIT CARD PAYMENT: SEE ITEMIZATIONS IF REQUIRED,,,2022
SB21B,C00762591,SB21B.4393,ORG,TRUMP HOTEL COLLECTION,,,,,,725 FIFTH AVENUE,,NEW YORK,NY,10022,,2021-03-05,18537.69,TRAVEL: LODGING & MEALS,,,2022
SB21B,C00762591,SB21B.4341,ORG,PAYCHEX,,,,,,1450 CENTREPARK BLVD,SUITE 150,WEST PALM BEACH,FL,33401,,2021-04-30,18019.25,PAYROLL TAXES & WITHHOLDINGS,,,2022
SB21B,C00762591,SB21B.4351,ORG,PAYCHEX,,,,,,1450 CENTREPARK BLVD,SUITE 150,WEST PALM BEACH,FL,33401,,2021-06-30,17250.45,PAYROLL TAXES AND WITHHOLDINGS,,,2022
SB21B,C00762591,SB21B.4354,ORG,"PERICLES, LLC",,,,,,1150 4TH ST SW APT 1002,,WASHINGTON,DC,20024,,2021-04-07,15000.0,COMMUNICATIONS & POLITICAL STRATEGY CONSULTING,,,2022
SB21B,C00762591,SB21B.4355,ORG,"PERICLES, LLC",,,,,,1150 4TH ST SW APT 1002,,WASHINGTON,DC,20024,,2021-05-05,15000.0,COMMUNICATIONS & POLITICAL STRATEGY CONSULTING,,,2022
SB21B,C00762591,SB21B.4356,ORG,"PERICLES, LLC",,,,,,1150 4TH ST SW APT 1002,,WASHINGTON,DC,20024,,2021-06-03,15000.0,COMMUNICATIONS & POLITICAL STRATEGY CONSULTING,,,2022
SB21B,C00762591,SB21B.4345,ORG,PAYCHEX,,,,,,1450 CENTREPARK BLVD,SUITE 150,WEST PALM BEACH,FL,33401,,2021-05-14,14562.4,PAYROLL TAXES AND WITHHOLDINGS,,,2022
SB21B,C00762591,SB21B.4347,ORG,PAYCHEX,,,,,,1450 CENTREPARK BLVD,SUITE 150,WEST PALM BEACH,FL,33401,,2021-05-28,14559.4,PAYROLL TAXES AND WITHHOLDINGS,,,2022
SB21B,C00762591,SB21B.4350,ORG,PAYCHEX,,,,,,1450 CENTREPARK BLVD,SUITE 150,WEST PALM BEACH,FL,33401,,2021-06-15,14553.4,PAYROLL TAXES AND WITHHOLDINGS,,,2022
SB21B,C00762591,SB21B.4597,IND,,BOYLE,DANIEL,T,,,3391 TARPON WOODS BLVD,,PALM HARBOR,FL,34685,,2021-06-14,14000.0,RESEARCH CONSULTING,,,2022
SB21B,C00762591,SB21B.4385,ORG,SHW PARTNERS LLC,,,,,,"4532 LEE HIGHWAY, #571",,ARLINGTON,VA,22207,,2021-06-25,12500.0,COMMUNICATIONS CONSULTING,,,2022
SB21B,C00762591,SB21B.4290,ORG,"EVENT STRATEGIES, INC.",,,,,,510 KING STREET,SUITE 410,ALEXANDRIA,VA,22314,,2021-06-16,11710.0,AUDIO VISUAL SERVICES & EVENT STAGING EXPENSE,,,2022
SB21B,C00762591,SB21B.4544,IND,,DOLLMAN,SEAN,,,,P.O. BOX 13570,,ARLINGTON,VA,22219,,2021-04-15,11664.12,PAYROLL,,,2022
SB21B,C00762591,SB21B.4527,IND,,CLEARY,DEAN,,,,4450 S PARK AVE,,CHEVY CHASE,MD,20185,,2021-04-14,11000.0,RESEARCH CONSULTING,,,2022
SB21B,C00762591,SB21B.4284,ORG,"ELECTIONS, LLC",,,,,,1000 MAINE AVE SW,4TH FLOOR,WASHINGTON,DC,20024,,2021-03-05,10741.15,LEGAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4248,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,2021-04-29,10642.18,CREDIT CARD PAYMENT: SEE ITEMIZATIONS IF REQUIRED,,,2022
SB21B,C00762591,SB21B.4686,ORG,TRUMP HOTEL COLLECTION,,,,,,725 FIFTH AVENUE,,NEW YORK,NY,10022,,2021-04-21,10642.18,AMEX PMT [SB21B.4248]: TRAVEL: LODGING,X,,2022
SB21B,C00762591,SB21B.4286,ORG,"ELECTIONS, LLC",,,,,,1000 MAINE AVE SW,4TH FLOOR,WASHINGTON,DC,20024,,2021-05-05,10584.71,LEGAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4285,ORG,"ELECTIONS, LLC",,,,,,1000 MAINE AVE SW,4TH FLOOR,WASHINGTON,DC,20024,,2021-04-07,10154.6,LEGAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4366,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT ST,2ND FLOOR,BEVERLY,MA,01915,,2021-03-09,10000.0,COMPLIANCE SOFTWARE,,,2022
SB21B,C00762591,SB21B.4283,ORG,"ELECTIONS, LLC",,,,,,1000 MAINE AVE SW,4TH FLOOR,WASHINGTON,DC,20024,,2021-02-04,10000.0,LEGAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4365,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT ST,2ND FLOOR,BEVERLY,MA,01915,,2021-03-09,10000.0,COMPLIANCE SOFTWARE,,,2022
SB21B,C00762591,SB21B.4287,ORG,"ELECTIONS, LLC",,,,,,1000 MAINE AVE SW,4TH FLOOR,WASHINGTON,DC,20024,,2021-06-03,10000.0,LEGAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4359,ORG,"RAPID LOOP CONSULTING, LLC",,,,,,405 S. DALE MABRY HIGHWAY,SUITE 351,TAMPA,FL,33629,,2021-06-09,10000.0,RESEARCH CONSULTING,,,2022
SB21B,C00762591,SB21B.4360,ORG,"RAPID LOOP CONSULTING, LLC",,,,,,405 S. DALE MABRY HIGHWAY,SUITE 351,TAMPA,FL,33629,,2021-06-29,10000.0,RESEARCH CONSULTING,,,2022
SB21B,C00762591,SB21B.4364,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT ST,2ND FLOOR,BEVERLY,MA,01915,,2021-03-09,10000.0,COMPLIANCE SOFTWARE,,,2022
SB21B,C00762591,SB21B.4335,ORG,"PARSCALE STRATEGY, LLC",,,,,,1512 E BROWARD STE #104B,,FORT LAUDERDALE,FL,33301,,2021-03-05,10000.0,DIGITAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4336,ORG,"PARSCALE STRATEGY, LLC",,,,,,1512 E BROWARD STE #104B,,FORT LAUDERDALE,FL,33301,,2021-04-07,10000.0,DIGITAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4337,ORG,"PARSCALE STRATEGY, LLC",,,,,,1512 E BROWARD STE #104B,,FORT LAUDERDALE,FL,33301,,2021-05-05,10000.0,DIGITAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4324,ORG,"NATIONAL PUBLIC AFFAIRS, LLC",,,,,,PO BOX 100306,,ARLINGTON,VA,22203,,2021-06-03,10000.0,STRATEGY CONSULTING,,,2022
SB21B,C00762591,SB21B.4338,ORG,"PARSCALE STRATEGY, LLC",,,,,,1512 E BROWARD STE #104B,,FORT LAUDERDALE,FL,33301,,2021-06-03,10000.0,DIGITAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4252,ORG,BAER'S FURNITURE CO. INC.,,,,,,1589 NW 12TH AVENUE,,POMPANO,FL,33069,,2021-01-26,10000.0,OFFICE EQUIPMENT,,,2022
SB21B,C00762591,SB21B.4261,ORG,BELMONT STRATEGIES LLC,,,,,,184 WEST BOYLSTON ST.,,WEST BOYLSTON,MA,01583,,2021-04-21,10000.0,COMMUNICATIONS CONSULTING,,,2022
SB21B,C00762591,SB21B.4262,ORG,BELMONT STRATEGIES LLC,,,,,,184 WEST BOYLSTON ST.,,WEST BOYLSTON,MA,01583,,2021-05-05,10000.0,COMMUNICATIONS CONSULTING,,,2022
