linenumber,fec_committee_id,transaction_id,entity_type,organization_name,last_name,first_name,middle_name,prefix,suffix,street_1,street_2,city,state,zip_code,election_code,date,amount,purpose,memo_code,memo_text,cycle
SB23,C00771477,SB23.4371,PAC,"MAKE AMERICA GREAT AGAIN, AGAIN! INC.",,,,,,C/O BULLDOG COMPLIANCE,138 CONANT STREET 2ND FLOOR,BEVERLY,MA,01915,,2021-10-01,5725000.0,FEDERAL CONTRIBUTION,,,2022
SB21B,C00771477,SB21B.4356,ORG,"EVENT STRATEGIES, INC.",,,,,,520 KING ST,STE 410,ALEXANDRIA,VA,22314,,2021-09-20,200000.0,EVENT STAGING EXPENSE,,,2022
SB21B,C00771477,SB21B.4357,ORG,FORWARD STRATEGIES,,,,,,7222 ANHINGA FARMS RD,,TALLAHASSEE,FL,32309,,2021-09-10,127825.0,FUNDRAISING CONSULTING,,,2022
SB21B,C00771477,SB21B.4388,ORG,FORWARD STRATEGIES,,,,,,7222 ANHINGA FARMS RD,,TALLAHASSEE,FL,32309,,2021-10-18,123200.0,FUNDRAISING CONSULTING,,,2022
SB21B,C00771477,SB21B.4420,ORG,PAMELA BONDI,,,,,,C/O BULLDOG COMPLIANCE,138 CONANT STREET 2ND FLOOR,BEVERLY,MA,01915,,2021-09-07,95772.12,"MAGA POLICIES, INC. COST SHARE AGREEMENT: EXECUTIVE LABOR  [SB21B.4365]",X,,2022
SB21B,C00771477,SB21B.4365,ORG,MAKE AMERICA GREAT AGAIN POLICIES INC,,,,,,138 CONANT ST,2ND FLOOR,BEVERLY,MA,01915,,2021-09-07,95772.12,MAGA ACTION COST SHARE AGREEMENT: CONTRACT LABOR,,,2022
SB21B,C00771477,SB21B.4364,ORG,MAKE AMERICA GREAT AGAIN POLICIES INC,,,,,,138 CONANT ST,2ND FLOOR,BEVERLY,MA,01915,,2021-09-02,82831.72,MAGA ACTION COST SHARE AGREEMENT: CONTRACT LABOR,,,2022
SB21B,C00771477,SB21B.4418,ORG,"LEWANDOWSKI STRATEGIC ADVISORS, LLC",,,,,,P.O. BOX 1492,,SALEM,NH,03079,,2021-09-02,82831.72,"MAGA POLICIES, INC. COST SHARE AGREEMENT: CONTRACT LABOR  [SB21B.4364]",X,,2022
SB21B,C00771477,SB21B.4362,ORG,"KGT GLOBAL CONSULTING, LLC",,,,,,2475 MERCER AVE,STE 103,WEST PALM BEACH,FL,33401,,2021-09-01,80000.0,FUNDRAISING CONSULTING,,,2022
SB21B,C00771477,SB21B.4373,ORG,DHILLON LAW GROUP INC.,,,,,,177 POST ST,STE 700,SAN FRANCISCO,CA,94108,,2021-10-05,72054.0,LEGAL CONSULTING,,,2022
SB21B,C00771477,SB21B.4390,ORG,MAKE AMERICA GREAT AGAIN POLICIES INC,,,,,,138 CONANT ST,2ND FLOOR,BEVERLY,MA,01915,,2021-10-22,33913.24,MAGA ACTION COST SHARE AGREEMENT: CONTRACT LABOR,,,2022
SB21B,C00771477,SB21B.4421,ORG,PAMELA BONDI,,,,,,C/O BULLDOG COMPLIANCE,138 CONANT STREET 2ND FLOOR,BEVERLY,MA,01915,,2021-10-22,29513.65,"MAGA POLICIES, INC. COST SHARE AGREEMENT: EXECUTIVE LABOR  [SB21B.4390]",X,,2022
SB21B,C00771477,SB21B.4376,ORG,"ELECTIONS, LLC",,,,,,"1050 CONNECTICUT AVE, NW",STE 500,WASHINGTON,DC,20036,,2021-10-05,15000.0,LEGAL CONSULTING,,,2022
SB21B,C00771477,SB21B.4359,ORG,GOLD STANDARD PUBLISHING LLC,,,,,,16192 COASTAL HIGHWAY,,LEWES,DE,19958,,2021-09-13,14625.0,FUNDRAISING CONSULTING,,,2022
SB21B,C00771477,SB21B.4387,ORG,DHILLON LAW GROUP INC. (DLG),,,,,,177 POST ST,STE 700,SAN FRANCISCO,CA,94108,,2021-10-11,9052.5,LEGAL CONSULTING,,,2022
SB21B,C00771477,SB21B.4360,ORG,JBEST & COMPANY,,,,,,11235 DAVENPORT ST,STE 107,OMAHA,NE,68154,,2021-09-27,4875.0,FUNDRAISING CONSULTING,,,2022
SB21B,C00771477,SB21B.4423,IND,,KOFOED,CASSIDY,,,,C/O BULLDOG COMPLIANCE,138 CONANT STREET 2ND FLOOR,BEVERLY,MA,01915,,2021-10-22,4399.59,"MAGA POLICIES, INC. COST SHARE AGREEMENT: ADMINISTRATIVE LABOR  [SB21B.4390]",X,,2022
